Date,Total Yield (Smooth),GridDurationHours,MaintDurationHours,DelREMO,Temp (Smooth),Cloud Cover (Smooth)
2021-02-08,235.4453333333333,0.0,0.0,0.0,13.06,9.393333333333333
2021-02-09,233.90666666666664,0.0,0.0,0.0,13.206666666666667,10.033333333333331
2021-02-10,232.33866666666665,0.0,0.0,0.0,13.426666666666666,10.059999999999999
2021-02-11,226.27933333333328,0.0,0.0,0.0,13.253333333333332,10.059999999999999
2021-02-12,227.23266666666663,0.0,0.0,0.0,13.533333333333331,10.059999999999999
2021-02-13,228.54533333333333,0.0,0.0,0.0,14.046666666666667,10.813333333333333
2021-02-14,225.07933333333332,0.0,0.0,0.0,14.286666666666667,9.58
2021-02-15,223.68599999999998,0.0,0.0,0.0,14.686666666666666,11.760000000000002
2021-02-16,223.00599999999997,0.0,0.0,0.0844444444444444,15.0,12.6
2021-02-17,234.01999999999998,0.0,0.0,0.0,15.233333333333334,12.046666666666667
2021-02-18,236.63933333333333,0.0,0.0,0.0,15.353333333333333,9.866666666666667
2021-02-19,245.366,0.0,0.0,0.8427777777777777,15.706666666666665,5.8133333333333335
2021-02-20,240.15866666666665,0.0,0.0,0.0,15.966666666666667,5.6866666666666665
2021-02-21,238.25333333333333,0.0022222222222222,0.0,0.0844444444444444,16.273333333333333,5.36
2021-02-22,241.80533333333332,0.0,0.0,0.0,16.653333333333332,6.086666666666667
2021-02-23,243.53266666666664,0.0,0.0,0.0,17.026666666666664,9.433333333333334
2021-02-24,251.34533333333334,0.0022222222222222,0.0,0.0,17.55333333333333,9.386666666666668
2021-02-25,257.31333333333333,0.0,0.0,0.0,18.120000000000005,9.680000000000001
2021-02-26,263.906,0.0,0.0,0.0,18.960000000000004,10.853333333333335
2021-02-27,264.3453333333333,3.523888888888889,0.0,0.0,19.513333333333335,12.893333333333334
2021-02-28,271.6526666666667,0.0,0.0,0.0,19.573333333333334,12.386666666666668
2021-03-01,278.52666666666664,0.0019444444444444,0.0,0.0,19.773333333333333,12.693333333333335
2021-03-02,287.3793333333333,0.0,0.0,0.0847222222222222,19.86,10.313333333333333
2021-03-03,293.34,0.0,0.0,0.9269444444444446,20.026666666666667,9.246666666666666
2021-03-04,294.866,0.0019444444444444,0.0,0.0844444444444444,20.220000000000002,9.066666666666666
2021-03-05,300.17333333333335,0.0,0.0,0.0,20.433333333333334,8.773333333333333
2021-03-06,307.33933333333334,0.0,0.0,0.0841666666666666,20.666666666666668,9.906666666666666
2021-03-07,308.34666666666664,0.0,0.0,0.0,21.1,14.459999999999999
2021-03-08,309.0593333333333,0.0,0.0,0.0,21.42,15.866666666666665
2021-03-09,309.36666666666673,0.0,0.0,0.0,21.593333333333334,16.619999999999997
2021-03-10,304.9666666666667,0.0,0.0,0.0,21.733333333333334,15.36
2021-03-11,305.12666666666667,0.0,0.0,0.0,21.773333333333333,15.093333333333332
2021-03-12,292.972,0.0022222222222222,0.0,0.0,21.653333333333332,19.39333333333333
2021-03-13,291.12666666666667,0.0,0.0,0.0,21.533333333333335,21.259999999999998
2021-03-14,299.3266666666667,0.0,0.0,0.0,21.546666666666667,19.786666666666665
2021-03-15,293.89933333333335,0.0,0.0,0.0,21.813333333333333,22.5
2021-03-16,276.2726666666667,0.0,0.0,12.272222222222222,22.093333333333334,24.653333333333332
2021-03-17,273.02000000000004,0.0,0.0,0.0,22.40666666666667,26.906666666666666
2021-03-18,270.85333333333335,0.0,0.0,0.0,22.64666666666667,28.98
2021-03-19,271.82599999999996,0.0,0.0,0.0,22.9,30.753333333333334
2021-03-20,272.62,0.0,0.0,0.0,23.106666666666662,30.76
2021-03-21,268.7,0.0,0.0,6.54111111111111,23.199999999999996,33.1
2021-03-22,261.2273333333333,0.0044444444444444,0.0,0.0,23.23333333333333,34.10666666666666
2021-03-23,246.75333333333336,0.0,0.0,2.397777777777778,23.086666666666666,37.74666666666666
